"startupname","startupurl","desc"
"Flexter","https://itunes.apple.com/us/app/flexter-fitness/id940231446?mt=8?rel=startups-list.com","A variety of free workouts for anyone Follow your favorite workout categories (30 Day Challenge, Home Workouts, Beach Abs, etc) and receive updates when new workouts are added by our popular trainers from all over the world. You'll never fall into the routine of doing the same exercises again. Simply ..."
"LeafDistrict","https://leafdistrict.com/?rel=startups-list.com","Join the maker movement LeafDistrict is an online marketplace for creative local workshops. The maker movement is quickly changing the way our economy produces and consumes. LeafDistrict hacks the education sector by making it easy for anyone with creative maker skills to teach workshops ..."
"Domain OMS","http://www.revolveplatform.com/?rel=startups-list.com","Integrative business solutions provider servicing the SMB U.S. business market Revolve: a cloud-based order management, marketing and sales SAAS platform that touches on almost every aspect of a business (order, invoicing, purchasing, productivity tools, among others). An ERP solution that is so much more and yet specifically designed for ..."
"Noesis Energy","http://www.noesisenergy.com/?rel=startups-list.com"," "
"The Austin Trail Running Company","http://www.austintrailrunning.com/?rel=startups-list.com","Specialized Sports Retail The Austin Trail Running Company is the first business in the country that serves the fast growing sport of trail and ultra marathon runners. Growing at a rate of 30% a year over the last 5 years, customers are looking for new challenges in endurance sports that ..."
"CopyRightNow","http://crn.eurekasoft.com/?rel=startups-list.com","Copyrighting your Intellectual Property Anytime, Anywhere.  CopyRightNow is creating an API, similar to the Facebook and Twitter buttons you see in your favorite apps, where users can file their creative work straight to the U.S.C.O, fully registering their work with the Library of Congress in D.C. Users fill out a profile ..."
"Nuvola Networks","http://www.nuvola-networks.com/?rel=startups-list.com","Simplify Training | Educate Everybody  Our portfolio consists of two primary products. 1.)  An eLearning Platform to connect teachers with learners.  This is a consumer facing e-commerce site designed to empower both content creators and learners alike 2.)  We have also created a highly customizable ..."
"SocialSell","http://www.socialsellsite.com/?rel=startups-list.com","Buy and Sell Used and New Items Locally, Shop Deals Near You Buying and selling used and new items locally has never been easier! SocialSell allows users to list items for sale in seconds, shop items and deals near you for sale, contact buyers and sellers through direct messaging, email, calling, texting and so much more! ..."
"Callbox","http://usecallbox.com/?rel=startups-list.com","We are a pay-per-call marketplace. Buy, sell, track, and analyze all your call data. Callbox™ allows you to easily buy and sell calls. With Callbox™ you can discover new campaigns, promote, track, record, re-route your calls, and so much more!"
"ThinkVoting","http://www.thinkvoting.com/?rel=startups-list.com","A new way to mobilize citizens ThinkVoting is building the first citizen-driven ecosystem for modern democracy. Our platform connects citizens, representatives, organizations and governments, transforming how information is consumed and shared across the democratic process. We aggregate and ..."
"MovableAds","http://movableads.com/?rel=startups-list.com","Proximity-Based Solution ."
"The Yoga Recipe","https://theyogarecipe.com/?rel=startups-list.com","Marketplace for yoga teachers -share content, make money (i.e. Teachers Pay Teachers).  The Yoga Recipe is a worldwide marketplace specifically for yoga teachers. Teachers create a shop for free, upload original content (sequences, playlists, themes, workshop/training collateral) using our custom Creation Tool, price it themselves, and sell it for ..."
"Preschool2me","http://www.preschool2me.com/?rel=startups-list.com","Connecting Child Care Centers with Parents! Preschool2me gives childcare providers an effective way to communicate with parents. Paper daily sheets get lost, tossed or ignored. Using Preschool2me to send digital daily activity reports, announcements and photos right to their smart devices and email addresses ..."
"GoalShare","http://www.goalshare.com/?rel=startups-list.com","Social Network with a Purpose GoalShare is a network centered around Users, Companies, Foundations, and Events that track how they accomplish their goals! GoalShare helps ours customers achieve success by interacting with a variety of role models, peers, and groups to push them to achieve ..."
"OAG Analytics","http://www.oaganalytics.com/?rel=startups-list.com","Revolutionary Subsurface Insights OAG Analytics provides a revolutionary new big data approach to pre-drill predictions and sub-surface insights. OAG applies proprietary machine learning algorithms and supercomputing resources to find hidden correlations in existing data that are inaccessible by ..."
"Nerd Patrol (US)","http://www.nerdpatrol.co/?rel=startups-list.com","Handymen for the Digital Age "
"Piazzo","http://www.piazzo.me/?rel=startups-list.com","Kinkos-killer We’re creating a network of beautiful, high-productivity spaces built for the drivers of the new economy."
